Date,Open,High,Low,Close,Volume,CPI,GLD,IEF,USO,UUP,VIXY
2013-08-22,1645.030029296875,1659.550048828125,1645.030029296875,1656.9599609375,2537460000,25.7647,132.81,99.58,37.54,22.03,40.67
2013-08-23,1659.9200439453125,1664.8499755859375,1654.81005859375,1663.5,2582670000,25.866,134.9,100.14,37.95,21.99,39.87
2013-08-26,1664.2900390625,1669.510009765625,1656.02001953125,1656.780029296875,2430670000,25.8727,135.45,100.34,37.96,21.99,41.19
2013-08-27,1652.5400390625,1652.5400390625,1629.050048828125,1630.47998046875,3219190000,25.874,136.75,100.91,38.87,21.92,44.49
2013-08-28,1630.25,1641.1800537109375,1627.469970703125,1634.9599609375,2784010000,25.85,136.71,100.5,39.08,22.01,44.32
2013-08-29,1633.5,1646.4100341796875,1630.8800048828125,1638.1700439453125,2527550000,25.8432,135.87,100.6,38.58,22.16,45.34
2013-08-30,1638.8900146484375,1640.0799560546875,1628.050048828125,1632.969970703125,2734300000,25.82,134.62,100.41,38.48,22.19,45.85
2013-09-03,1635.949951171875,1651.3499755859375,1633.4100341796875,1639.77001953125,3731610000,25.792,136.42,99.69,38.76,22.26,44.08
2013-09-04,1640.719970703125,1655.719970703125,1637.4100341796875,1653.0799560546875,3312150000,25.794,134.66,99.36,38.34,22.185,43.97
2013-09-05,1653.280029296875,1659.1700439453125,1653.0699462890625,1655.0799560546875,2957110000,25.73,132.2,98.6,38.69,22.33,42.99
2013-09-06,1657.43994140625,1664.8299560546875,1640.6199951171875,1655.1700439453125,3123880000,25.806,134.15,99.2,39.36,22.2,43.36
2013-09-09,1656.8499755859375,1672.4000244140625,1656.8499755859375,1671.7099609375,3102780000,25.8301,133.91,99.4,38.94,22.09,41.67
2013-09-10,1675.1099853515625,1684.0899658203125,1675.1099853515625,1683.989990234375,3691800000,25.814,131.74,98.94,38.335,22.09,40.14
2013-09-11,1681.0400390625,1689.1300048828125,1678.699951171875,1689.1300048828125,3135460000,25.8501,131.7,99.44,38.48,22.01,38.87
2013-09-12,1689.2099609375,1689.969970703125,1681.9599609375,1683.4200439453125,3106290000,25.7614,127.67,99.45,38.865,22.01,39.56
2013-09-13,1685.0400390625,1688.72998046875,1682.219970703125,1687.989990234375,2736500000,25.76,127.82,99.58,38.85,21.99,38.95
2013-09-16,1691.699951171875,1704.949951171875,1691.699951171875,1697.5999755859375,3079800000,25.814,126.45,99.8,38.11,21.94,38.54
2013-09-17,1697.72998046875,1705.52001953125,1697.72998046875,1704.760009765625,2774240000,25.816,126.5,100.0,37.74,21.9,38.14
2013-09-18,1705.739990234375,1729.43994140625,1700.3499755859375,1725.52001953125,3989760000,25.79,132.01,101.24,38.68,21.65,36.72
2013-09-19,1727.3399658203125,1729.8599853515625,1720.199951171875,1722.3399658203125,3740130000,26.051,131.75,100.89,38.08,21.675,36.53
2013-09-20,1722.43994140625,1725.22998046875,1708.8900146484375,1709.9100341796875,5074030000,25.946,127.96,100.99,37.77,21.691,37.15
2013-09-23,1711.43994140625,1711.43994140625,1697.0999755859375,1701.8399658203125,3126950000,25.9004,127.55,101.37,37.27,21.7,37.64
2013-09-24,1702.5999755859375,1707.6300048828125,1694.9000244140625,1697.4200439453125,3268930000,25.9,127.66,101.74,37.22,21.74,37.4658
2013-09-25,1698.02001953125,1701.7099609375,1691.8800048828125,1692.77001953125,3148730000,25.91,128.79,102.02,36.88,21.67,37.37
2013-09-26,1694.050048828125,1703.8499755859375,1693.1099853515625,1698.6700439453125,2813930000,25.9241,127.79,101.8,37.08,21.72,36.63
2013-09-27,1695.52001953125,1695.52001953125,1687.1099853515625,1691.75,2951700000,25.924,128.97,101.94,36.96,21.64,38.15
2013-09-30,1687.260009765625,1687.260009765625,1674.989990234375,1681.550048828125,3308630000,25.8539,128.18,102.11,36.85,21.63,39.45
2013-10-01,1682.4100341796875,1696.550048828125,1682.0699462890625,1695.0,3238690000,25.864,124.59,101.73,36.68,21.61,38.11
2013-10-02,1691.9000244140625,1693.8699951171875,1680.3399658203125,1693.8699951171875,3148600000,25.884,127.06,101.9,37.42,21.53,39.32
2013-10-03,1692.3499755859375,1692.3499755859375,1670.3599853515625,1678.6600341796875,3279650000,25.8601,127.18,102.04,37.14,21.51,40.77
2013-10-04,1678.7900390625,1691.93994140625,1677.3299560546875,1690.5,2880270000,25.856,126.53,101.76,37.31,21.61,40.41
2013-10-07,1687.1500244140625,1687.1500244140625,1674.699951171875,1676.1199951171875,2678490000,25.86,127.64,101.85,37.14,21.55,43.56
2013-10-08,1676.219970703125,1676.7900390625,1655.030029296875,1655.449951171875,3569230000,25.801,127.4,101.8,37.31,21.56,45.56
2013-10-09,1656.989990234375,1662.469970703125,1646.469970703125,1656.4000244140625,3577840000,25.7701,126.11,101.62,36.55,21.66,44.02
2013-10-10,1660.8800048828125,1692.56005859375,1660.8800048828125,1692.56005859375,3362300000,25.84,124.27,101.4,37.1,21.7,39.71
2013-10-11,1691.0899658203125,1703.43994140625,1688.52001953125,1703.199951171875,2944670000,25.8601,122.6,101.55,36.75,21.66,38.96
2013-10-14,1699.8599853515625,1711.030029296875,1692.1300048828125,1710.1400146484375,2580580000,25.87,122.83,101.21,36.87,21.62,39.37
2013-10-15,1709.1700439453125,1711.5699462890625,1695.9300537109375,1698.06005859375,3327740000,25.8765,123.73,101.23,36.47,21.7,41.77
2013-10-16,1700.489990234375,1721.760009765625,1700.489990234375,1721.5400390625,3486180000,25.974,123.54,101.72,36.92,21.69,36.91
2013-10-17,1720.1700439453125,1733.449951171875,1714.1199951171875,1733.1500244140625,3453590000,26.068,127.42,102.3,36.38,21.45,34.88
2013-10-18,1736.719970703125,1745.31005859375,1735.739990234375,1744.5,3664890000,26.08,126.85,102.31,36.45,21.45,34.49
2013-10-21,1745.199951171875,1747.7900390625,1740.6700439453125,1744.6600341796875,3052710000,26.06,126.98,102.24,35.94,21.47,34.64
2013-10-22,1746.47998046875,1759.3299560546875,1746.47998046875,1754.6700439453125,3850840000,26.18,129.34,102.95,35.41,21.35,34.85
2013-10-23,1752.27001953125,1752.27001953125,1740.5,1746.3800048828125,3713380000,26.1402,128.69,103.13,34.95,21.36,35.05
2013-10-24,1747.47998046875,1753.93994140625,1745.5,1752.0699462890625,3671700000,26.13,129.9,102.92,34.99,21.33,34.52
2013-10-25,1756.010009765625,1759.8199462890625,1752.449951171875,1759.77001953125,3175720000,26.1701,130.46,103.1,35.32,21.34,34.45
2013-10-28,1759.4200439453125,1764.989990234375,1757.6700439453125,1762.1099853515625,3282300000,26.16,130.56,103.0,35.55,21.375,34.59
2013-10-29,1762.9300537109375,1772.0899658203125,1762.9300537109375,1771.949951171875,3358460000,26.17,129.77,103.14,35.41,21.44,34.32
2013-10-30,1772.27001953125,1775.219970703125,1757.239990234375,1763.31005859375,3523040000,26.144,129.6,102.87,34.85,21.48,34.78
2013-10-31,1763.239990234375,1768.530029296875,1755.719970703125,1756.5400390625,3826530000,26.1101,127.74,102.75,34.69,21.625,34.61
2013-11-01,1758.699951171875,1765.6700439453125,1752.699951171875,1761.6400146484375,3686290000,26.08,126.95,102.02,34.129,21.75,34.41
2013-11-04,1763.4000244140625,1768.780029296875,1761.56005859375,1767.9300537109375,3194870000,26.1,126.81,102.22,34.04,21.69,33.5
2013-11-05,1765.6700439453125,1767.030029296875,1755.760009765625,1762.969970703125,3516680000,26.05,126.56,101.76,33.67,21.74,33.4
2013-11-06,1765.0,1773.739990234375,1764.4000244140625,1770.489990234375,3322100000,26.066,127.2,102.07,34.189,21.67,32.89
2013-11-07,1770.739990234375,1774.5400390625,1746.199951171875,1747.1500244140625,4143200000,26.0001,126.16,102.34,33.97,21.77,34.06
2013-11-08,1748.3699951171875,1770.780029296875,1747.6300048828125,1770.6099853515625,3837170000,25.87,124.279,101.19,34.01,21.895,32.59
2013-11-11,1769.9599609375,1773.43994140625,1767.8499755859375,1771.8900146484375,2534060000,25.9744,123.87,101.14,34.26,21.84,32.48
2013-11-12,1769.510009765625,1771.780029296875,1762.2900390625,1767.68994140625,3221030000,25.911,122.45,101.05,33.64,21.85,32.46
2013-11-13,1764.3699951171875,1782.0,1760.6400146484375,1782.0,3327480000,25.954,122.85,101.47,33.9,21.8,32.29
2013-11-14,1782.75,1791.530029296875,1780.219970703125,1790.6199951171875,3139060000,26.056,124.27,101.96,33.93,21.8,31.94
2013-11-15,1790.6600341796875,1798.219970703125,1790.6600341796875,1798.1800537109375,3254820000,26.04,124.32,101.88,33.88,21.76,31.51
2013-11-18,1798.8199462890625,1802.3299560546875,1788.0,1791.530029296875,3168520000,26.01,122.9,102.24,33.62,21.73,31.53
2013-11-19,1790.7900390625,1795.510009765625,1784.719970703125,1787.8699951171875,3224450000,26.01,122.95,101.86,33.72,21.72,31.9
2013-11-20,1789.5899658203125,1795.72998046875,1777.22998046875,1781.3699951171875,3109140000,25.937,120.12,101.3,33.63,21.82,31.26
2013-11-21,1783.52001953125,1797.1600341796875,1783.52001953125,1795.8499755859375,3256630000,25.956,119.94,101.39,34.17,21.815,30.21
2013-11-22,1797.2099609375,1804.8399658203125,1794.699951171875,1804.760009765625,3055140000,25.958,119.92,101.68,34.04,21.73,29.77
2013-11-25,1806.3299560546875,1808.0999755859373,1800.5799560546875,1802.47998046875,2998540000,25.9858,120.46,101.76,33.82,21.76,29.9
2013-11-26,1802.8699951171875,1808.4200439453125,1800.77001953125,1802.75,3427120000,25.95,119.82,101.98,33.69,21.69,30.02
2013-11-27,1803.47998046875,1808.27001953125,1802.77001953125,1807.22998046875,2613590000,25.96,119.46,101.75,33.19,21.72,30.07
2013-11-29,1808.68994140625,1813.550048828125,1803.97998046875,1805.81005859375,1598300000,25.9548,120.7,101.69,33.46,21.7,30.43
2013-12-02,1806.550048828125,1810.02001953125,1798.5999755859375,1800.9000244140625,3095430000,25.911,117.58,101.09,33.68,21.77,30.68
2013-12-03,1800.0999755859375,1800.0999755859375,1787.8499755859375,1795.1500244140625,3475680000,25.905,117.96,101.27,34.51,21.7,31.44
2013-12-04,1793.1500244140625,1799.800048828125,1779.0899658203125,1792.81005859375,3610540000,25.9,119.96,100.81,34.88,21.69,31.09
2013-12-05,1792.8199462890625,1792.8199462890625,1783.3800048828125,1785.030029296875,3336880000,25.914,118.3,100.56,34.93,21.58,31.34
2013-12-06,1788.3599853515625,1806.0400390625,1788.3599853515625,1805.0899658203125,3150030000,25.93,118.55,100.65,35.05,21.58,30.22
2013-12-09,1806.2099609375,1811.52001953125,1806.2099609375,1808.3699951171875,3129500000,25.9527,119.72,100.77,34.91,21.56,29.97
2013-12-10,1807.5999755859373,1808.52001953125,1801.75,1802.6199951171875,3117150000,25.976,121.82,101.19,35.31,21.5,30.13
2013-12-11,1802.760009765625,1802.969970703125,1780.0899658203125,1782.219970703125,3472240000,25.886,120.86,100.8,34.98,21.485,31.52
2013-12-12,1781.7099609375,1782.989990234375,1772.280029296875,1775.5,3306640000,25.8348,118.29,100.51,34.97,21.57,31.67
2013-12-13,1777.97998046875,1780.9200439453125,1772.449951171875,1775.3199462890625,3061070000,25.8516,119.38,100.66,34.64,21.58,31.73
2013-12-16,1777.47998046875,1792.219970703125,1777.47998046875,1786.5400390625,3209890000,25.858,119.69,100.61,34.94,21.54,31.78
2013-12-17,1786.469970703125,1786.77001953125,1777.050048828125,1781.0,3270030000,25.8736,118.65,100.93,34.87,21.54,31.64
2013-12-18,1781.4599609375,1811.0799560546875,1767.989990234375,1810.6500244140625,4327770000,25.979,117.61,100.55,35.03,21.63,29.43
2013-12-19,1809.0,1810.8800048828125,1801.3499755859375,1809.5999755859373,3497210000,25.911,114.82,100.13,35.32,21.68,29.75
2013-12-20,1810.3900146484373,1823.75,1810.25,1818.3199462890625,5097700000,25.94,115.94,100.44,35.48,21.66,29.89
2013-12-23,1822.9200439453125,1829.75,1822.9200439453125,1827.989990234375,2851540000,25.895,115.57,100.12,35.36,21.62,28.84
2013-12-24,1828.02001953125,1833.3199462890625,1828.02001953125,1833.3199462890625,1307630000,25.91,116.1,99.73,35.49,21.64,28.25
2013-12-26,1834.9599609375,1842.8399658203125,1834.9599609375,1842.02001953125,1982270000,26.09,116.74,99.48,35.65,21.63,27.74
2013-12-27,1842.969970703125,1844.8900146484373,1839.81005859375,1841.4000244140625,2052920000,25.79,117.12,99.42,35.84,21.59,28.1
2013-12-30,1841.469970703125,1842.469970703125,1838.77001953125,1841.0699462890625,2293860000,25.93,115.39,99.69,35.53,21.49,28.57
2013-12-31,1842.6099853515625,1849.43994140625,1842.4100341796875,1848.3599853515625,2312840000,25.83,116.12,99.24,35.32,21.52,28.53
2014-01-02,1845.8599853515625,1845.8599853515625,1827.739990234375,1831.97998046875,3080600000,25.92,118.0,99.63,34.23,21.65,29.11
2014-01-03,1833.2099609375,1838.239990234375,1829.1300048828125,1831.3699951171875,2774270000,25.95,119.29,99.57,33.75,21.74,28.92
2014-01-06,1832.31005859375,1837.1600341796875,1823.72998046875,1826.77001953125,3294850000,25.94,119.5,99.85,33.57,21.68,28.56
2014-01-07,1828.7099609375,1840.0999755859373,1828.7099609375,1837.8800048828125,3511750000,25.99,118.82,100.01,33.58,21.735,27.93
2014-01-08,1837.9000244140625,1840.02001953125,1831.4000244140625,1837.489990234375,3652140000,25.96,118.12,99.52,33.16,21.78,27.98
2014-01-09,1839.0,1843.22998046875,1830.3800048828125,1838.1300048828125,3581150000,25.9799,118.46,99.78,33.08,21.76,28.03
2014-01-10,1840.06005859375,1843.1500244140625,1832.4300537109373,1842.3699951171875,3335710000,26.0,120.26,100.62,33.19,21.67,27.37
2014-01-13,1841.260009765625,1843.449951171875,1815.52001953125,1819.199951171875,3591350000,26.01,121.02,100.91,32.81,21.62,28.33
2014-01-14,1821.3599853515625,1839.260009765625,1821.3599853515625,1838.8800048828125,3353270000,26.0299,119.89,100.53,33.04,21.66,27.18
2014-01-15,1840.52001953125,1850.8399658203125,1840.52001953125,1848.3800048828125,3777800000,26.0325,119.66,100.44,33.77,21.76,27.33
2014-01-16,1847.989990234375,1847.989990234375,1840.300048828125,1845.8900146484373,3491310000,26.036,119.79,100.72,33.65,21.74,27.46
2014-01-17,1844.22998046875,1846.0400390625,1835.22998046875,1838.699951171875,3626120000,26.0271,120.93,100.96,33.69,21.82,27.47
2014-01-21,1841.050048828125,1849.31005859375,1832.3800048828125,1843.800048828125,3782470000,26.0464,119.7,100.85,33.99,21.78,27.14
2014-01-22,1844.7099609375,1846.8699951171875,1840.8800048828125,1844.8599853515625,3374170000,26.09,119.19,100.57,34.56,21.81,26.74
2014-01-23,1842.2900390625,1842.2900390625,1820.06005859375,1828.4599609375,3972250000,26.028,121.79,101.25,34.72,21.59,27.43
2014-01-24,1826.9599609375,1826.9599609375,1790.2900390625,1790.2900390625,4618450000,26.03,122.29,101.66,34.58,21.62,29.94
2014-01-27,1791.030029296875,1795.97998046875,1772.8800048828125,1781.56005859375,4045200000,25.98,120.96,101.35,34.23,21.62,30.4
2014-01-28,1783.0,1793.8699951171875,1779.489990234375,1792.5,3437830000,25.9632,120.95,101.5,34.69,21.63,29.11
2014-01-29,1790.1500244140625,1790.1500244140625,1770.449951171875,1774.199951171875,3964020000,25.9,122.47,101.98,34.73,21.63,31.08
2014-01-30,1777.1700439453125,1798.77001953125,1777.1700439453125,1794.18994140625,3547510000,26.001,119.77,101.88,34.95,21.77,30.59
2014-01-31,1790.8800048828125,1793.8800048828125,1772.260009765625,1782.5899658203125,4059690000,25.9864,120.09,102.28,34.8,21.83,33.02
2014-02-03,1782.6800537109375,1784.8299560546875,1739.6600341796875,1741.8900146484375,4726040000,25.94,121.32,102.66,34.52,21.76,35.39
2014-02-04,1743.8199462890625,1758.72998046875,1743.8199462890625,1755.199951171875,4068410000,25.95,120.99,102.35,34.74,21.78,34.69
2014-02-05,1753.3800048828125,1755.7900390625,1737.9200439453125,1751.6400146484375,3984290000,25.92,121.29,101.98,34.71,21.75,35.96
2014-02-06,1752.989990234375,1774.06005859375,1752.989990234375,1773.4300537109375,3825410000,25.99,121.24,101.79,34.9,21.72,32.37
2014-02-07,1776.010009765625,1798.030029296875,1776.010009765625,1797.02001953125,3775990000,26.02,122.17,102.06,35.64,21.65,30.45
2014-02-10,1796.199951171875,1799.93994140625,1791.8299560546875,1799.8399658203125,3312160000,26.07,122.92,102.11,35.63,21.63,30.4
2014-02-11,1800.449951171875,1823.5400390625,1800.4100341796875,1819.75,3699380000,26.12,124.36,101.66,35.64,21.63,29.28
2014-02-12,1820.1199951171875,1826.550048828125,1815.969970703125,1819.260009765625,3326380000,26.0754,124.43,101.42,35.8,21.65,28.65
2014-02-13,1814.8199462890625,1830.25,1809.219970703125,1829.8299560546875,3289510000,26.15,125.49,101.9,35.87,21.53,28.41
2014-02-14,1828.4599609375,1841.6500244140625,1825.5899658203125,1838.6300048828125,3114750000,26.144,127.15,101.83,35.91,21.49,27.98
2014-02-18,1839.030029296875,1842.8699951171875,1835.010009765625,1840.760009765625,3421110000,26.1624,127.4,102.08,36.66,21.45,27.6
2014-02-19,1838.9000244140625,1847.5,1826.989990234375,1828.75,3661570000,26.15,126.27,101.88,36.9,21.51,29.49
2014-02-20,1829.239990234375,1842.7900390625,1824.5799560546875,1839.780029296875,3404980000,26.14,127.6,101.77,36.88,21.54,28.39
2014-02-21,1841.0699462890625,1846.1300048828125,1835.5999755859373,1836.25,3403880000,26.1599,127.58,101.9,36.69,21.52,28.68
2014-02-24,1836.780029296875,1858.7099609375,1836.780029296875,1847.6099853515625,4014530000,26.226,128.99,101.8,36.79,21.51,28.49
2014-02-25,1847.6600341796875,1852.9100341796875,1840.18994140625,1845.1199951171875,3515560000,26.17,129.21,102.15,36.59,21.48,28.46
2014-02-26,1845.7900390625,1852.6500244140625,1840.6600341796875,1845.1600341796875,3716730000,26.184,128.11,102.45,36.75,21.56,28.83
2014-02-27,1844.9000244140625,1854.530029296875,1841.1300048828125,1854.2900390625,3547460000,26.194,128.2,102.57,36.69,21.52,28.74
2014-02-28,1855.1199951171875,1867.9200439453125,1847.6700439453125,1859.449951171875,3917450000,26.216,127.62,102.47,36.74,21.38,29.21
2014-03-03,1857.6800537109373,1857.6800537109373,1834.43994140625,1845.72998046875,3428220000,26.16,130.29,102.81,37.52,21.46,30.85
2014-03-04,1849.22998046875,1876.22998046875,1849.22998046875,1873.9100341796875,3765770000,26.24,128.68,102.02,37.06,21.48,28.89
2014-03-05,1874.050048828125,1876.530029296875,1871.1099853515625,1873.81005859375,3392990000,26.23,128.89,102.13,36.24,21.47,28.84
2014-03-06,1874.1800537109373,1881.93994140625,1874.1800537109373,1877.030029296875,3360450000,26.246,130.17,101.69,36.57,21.35,28.68
2014-03-07,1878.52001953125,1883.5699462890625,1870.56005859375,1878.0400390625,3564740000,26.1991,129.09,101.25,36.78,21.37,29.29
2014-03-10,1877.8599853515625,1877.8699951171875,1867.0400390625,1877.1700439453125,3021350000,26.196,129.13,101.36,36.3,21.38,29.15
2014-03-11,1878.260009765625,1882.3499755859373,1863.8800048828125,1867.6300048828125,3392400000,26.19,129.86,101.46,35.81,21.38,29.53
2014-03-12,1866.1500244140625,1868.3800048828125,1854.3800048828125,1868.199951171875,3270860000,26.184,131.76,101.86,35.35,21.32,29.53
2014-03-13,1869.06005859375,1874.4000244140625,1841.8599853515625,1846.3399658203125,3670990000,26.15,132.21,102.46,35.34,21.33,30.73
2014-03-14,1845.0699462890625,1852.43994140625,1839.5699462890625,1841.1300048828125,3285460000,26.13,133.1,102.47,35.53,21.28,31.6
2014-03-17,1842.81005859375,1862.300048828125,1842.81005859375,1858.8299560546875,2860490000,26.17,131.64,102.06,35.15,21.26,30.11
2014-03-18,1858.9200439453125,1873.760009765625,1858.9200439453125,1872.25,2930190000,26.2,130.62,102.31,35.58,21.27,28.94
2014-03-19,1872.25,1874.1400146484373,1850.3499755859373,1860.77001953125,3289210000,26.1,128.09,101.36,35.71,21.43,29.49
2014-03-20,1860.0899658203125,1873.489990234375,1854.6300048828125,1872.010009765625,3327540000,26.14,127.86,101.38,35.58,21.5,29.32
2014-03-21,1874.530029296875,1883.969970703125,1863.4599609375,1866.52001953125,5270710000,26.13,128.47,101.57,35.84,21.47,29.53
2014-03-24,1867.6700439453125,1873.3399658203125,1849.68994140625,1857.43994140625,3409000000,26.14,126.18,101.61,35.82,21.41,29.59
2014-03-25,1859.47998046875,1871.8699951171875,1855.9599609375,1865.6199951171875,3200560000,26.14,126.41,101.55,35.77,21.42,29.21
2014-03-26,1867.0899658203125,1875.9200439453125,1852.56005859375,1852.56005859375,3480850000,26.15,125.41,101.98,36.09,21.42,29.73
2014-03-27,1852.1099853515625,1855.550048828125,1842.1099853515625,1849.0400390625,3733430000,26.19,124.59,102.08,36.5,21.48,29.35
2014-03-28,1850.0699462890625,1866.6300048828125,1850.0699462890625,1857.6199951171875,2955520000,26.19,124.56,101.72,36.62,21.48,29.02
2014-03-31,1859.1600341796875,1875.1800537109373,1859.1600341796875,1872.3399658203125,3274300000,26.24,123.61,101.73,36.59,21.46,28.1
2014-04-01,1873.9599609375,1885.8399658203125,1873.9599609375,1885.52001953125,3336190000,26.25,123.39,101.33,35.83,21.46,27.18
2014-04-02,1886.6099853515625,1893.1700439453125,1883.7900390625,1890.9000244140625,3131660000,26.256,124.32,100.89,35.8,21.5,27.39
2014-04-03,1891.4300537109373,1893.800048828125,1882.6500244140625,1888.77001953125,3055600000,26.26,123.92,100.96,36.14,21.56,27.35
2014-04-04,1890.25,1897.280029296875,1863.260009765625,1865.0899658203125,3583750000,26.24,125.57,101.58,36.43,21.54,27.89
2014-04-07,1863.9200439453125,1864.0400390625,1841.47998046875,1845.0400390625,3801540000,26.204,124.91,101.82,36.28,21.49,28.54
2014-04-08,1845.47998046875,1854.949951171875,1837.489990234375,1851.9599609375,3721450000,26.22,126.09,101.96,36.9,21.35,28.0
2014-04-09,1852.6400146484373,1872.4300537109373,1852.3800048828125,1872.1800537109373,3308650000,26.27,126.32,101.93,37.22,21.27,27.3
2014-04-10,1872.280029296875,1872.530029296875,1830.8699951171875,1833.0799560546875,3758780000,26.204,127.01,102.36,37.2,21.26,28.96
2014-04-11,1830.6500244140625,1835.0699462890625,1814.3599853515625,1815.68994140625,3743460000,26.16,126.93,102.57,37.18,21.27,29.84
2014-04-14,1818.1800537109373,1834.18994140625,1815.800048828125,1830.6099853515625,3111540000,26.182,127.85,102.41,37.38,21.33,29.59
2014-04-15,1831.449951171875,1844.02001953125,1816.2900390625,1842.97998046875,3736440000,26.196,125.49,102.53,37.39,21.35,29.24
2014-04-16,1846.010009765625,1862.31005859375,1846.010009765625,1862.31005859375,3155080000,26.24,125.54,102.37,37.48,21.37,28.2
2014-04-17,1861.72998046875,1869.6300048828125,1856.719970703125,1864.8499755859373,3341430000,26.254,124.75,101.79,37.66,21.37,27.79
2014-04-21,1865.7900390625,1871.8900146484373,1863.1800537109373,1871.8900146484373,2642500000,26.296,124.24,101.77,37.64,21.39,27.28
2014-04-22,1872.5699462890625,1884.8900146484373,1872.5699462890625,1879.550048828125,3215440000,26.32,123.78,101.73,37.0,21.37,27.22
2014-04-23,1879.3199462890625,1879.75,1873.9100341796875,1875.3900146484373,3085720000,26.3,123.76,101.99,36.91,21.37,27.34
2014-04-24,1881.969970703125,1884.06005859375,1870.239990234375,1878.6099853515625,3191830000,26.31,124.56,101.96,37.05,21.34,27.67
2014-04-25,1877.719970703125,1877.719970703125,1859.699951171875,1863.4000244140625,3213020000,26.264,125.43,102.1,36.6,21.34,27.87
2014-04-28,1865.0,1877.010009765625,1850.6099853515625,1869.4300537109373,4034680000,26.2801,124.88,101.95,36.71,21.32,27.25
2014-04-29,1870.780029296875,1880.5999755859373,1870.780029296875,1878.3299560546875,3647820000,26.28,124.86,102.04,36.72,21.34,26.76
2014-04-30,1877.0999755859373,1885.199951171875,1872.68994140625,1883.949951171875,3779230000,26.32,124.22,102.31,36.32,21.28,26.81
2014-05-01,1884.3900146484373,1888.5899658203125,1878.0400390625,1883.6800537109373,3416740000,26.33,123.8,102.41,36.16,21.27,26.79
2014-05-02,1885.300048828125,1891.3299560546875,1878.5,1881.1400146484373,3159560000,26.36,125.06,102.56,36.29,21.27,26.68
2014-05-05,1879.449951171875,1885.510009765625,1866.77001953125,1884.6600341796875,2733730000,26.35,126.22,102.5,36.14,21.26,26.35
2014-05-06,1883.68994140625,1883.68994140625,1867.719970703125,1867.719970703125,3327260000,26.31,125.98,102.62,36.19,21.16,26.52
2014-05-07,1868.530029296875,1878.8299560546875,1859.7900390625,1878.2099609375,3632950000,26.36,124.17,102.7,36.6,21.17,26.01
2014-05-08,1877.3900146484373,1889.0699462890625,1870.050048828125,1875.6300048828125,3393420000,26.35,124.17,102.81,36.49,21.22,26.1
2014-05-09,1875.27001953125,1878.5699462890625,1867.02001953125,1878.47998046875,3025020000,26.334,124.1,102.73,36.4,21.35,25.49
2014-05-12,1880.030029296875,1897.1300048828125,1880.030029296875,1896.6500244140625,3005740000,26.398,124.94,102.46,36.59,21.37,24.74
2014-05-13,1896.75,1902.1700439453125,1896.06005859375,1897.449951171875,2915680000,26.39,124.6,102.86,37.04,21.42,24.82
2014-05-14,1897.1300048828125,1897.1300048828125,1885.77001953125,1888.530029296875,2822060000,26.358,125.81,103.33,37.18,21.41,24.69
2014-05-15,1888.1600341796875,1888.1600341796875,1862.3599853515625,1870.8499755859373,3552640000,26.3101,124.77,103.7,37.04,21.39,24.93
2014-05-16,1871.18994140625,1878.280029296875,1864.8199462890625,1877.8599853515625,3173650000,26.31,124.5,103.48,37.23,21.39,24.35
2014-05-19,1876.6600341796875,1886.0,1872.4200439453125,1885.0799560546875,2664250000,26.384,124.58,103.35,37.38,21.39,24.07
2014-05-20,1884.8800048828125,1884.8800048828125,1868.1400146484373,1872.8299560546875,3007700000,26.362,124.69,103.65,37.52,21.4,23.84
2014-05-21,1873.3399658203125,1888.800048828125,1873.3399658203125,1888.030029296875,2777140000,26.388,124.39,103.49,37.98,21.4,23.47
2014-05-22,1888.18994140625,1896.3299560546875,1885.3900146484373,1892.489990234375,2759800000,26.39,124.67,103.38,38.01,21.44,23.476
2014-05-23,1893.3199462890625,1901.260009765625,1893.3199462890625,1900.530029296875,2396280000,26.4099,124.51,103.59,38.18,21.48,23.26
2014-05-27,1902.010009765625,1912.280029296875,1902.010009765625,1911.9100341796875,2911020000,26.4696,121.85,103.62,38.14,21.47,22.59
2014-05-28,1911.77001953125,1914.4599609375,1907.300048828125,1909.780029296875,2976450000,26.48,121.2,104.19,37.68,21.53,22.52
2014-05-29,1910.5999755859373,1920.030029296875,1909.8199462890625,1920.030029296875,2709050000,26.487,120.94,104.06,37.91,21.52,22.4
2014-05-30,1920.3299560546875,1924.030029296875,1916.6400146484373,1923.5699462890625,3263490000,26.5,120.43,103.98,37.68,21.47,22.38
2014-06-02,1923.8699951171875,1925.8800048828125,1915.97998046875,1924.969970703125,2509020000,26.48,119.7,103.33,37.53,21.55,22.24
2014-06-03,1923.0699462890625,1925.0699462890625,1918.7900390625,1924.239990234375,2867180000,26.49,120.01,102.81,37.64,21.53,22.34
2014-06-04,1923.06005859375,1928.6300048828125,1918.5999755859373,1927.8800048828125,2793920000,26.54,119.76,102.73,37.51,21.55,22.11
2014-06-05,1928.52001953125,1941.739990234375,1922.9300537109373,1940.4599609375,3113270000,26.55,120.66,102.88,37.55,21.46,21.28
2014-06-06,1942.4100341796875,1949.43994140625,1942.4100341796875,1949.43994140625,2864300000,26.56,120.61,102.8,37.61,21.47,20.21
2014-06-09,1948.969970703125,1955.550048828125,1947.1600341796875,1951.27001953125,2812180000,26.53,120.65,102.65,38.18,21.55,20.5
2014-06-10,1950.3399658203125,1950.8599853515625,1944.6400146484373,1950.7900390625,2702360000,26.534,121.39,102.47,38.28,21.59,20.14
